Learning Care Group - Official,,,,,
,,,,,
Recommendations for your workload,,,,,
Your overall results,Critical,'26/120',,,
Reliability,Critical,'18/200',,,
Security,Moderate,'38/100',,,
Cost Optimization,Critical,'13/100',,,
Operational Excellence,Moderate,'36/100',,,
Performance Efficiency,Critical,'25/101',,,
,,,,,
Next Steps,,,,,
Learn about discounts.,https://learn.microsoft.com/azure/well-architected/cost-optimization/get-best-rates#evaluate-and-commit-to-available-discounts,,,,
Learn about data classification.,https://learn.microsoft.com/azure/well-architected/security/data-classification#define-the-classification-scope,,,,
Learn about safe deployment practices.,https://learn.microsoft.com/azure/well-architected/operational-excellence/safe-deployments#key-design-strategies,,,,
,,,,,
Category,Link-Text,Link,Priority,ReportingCategory,ReportingSubcategory,Weight,Context,CompleteY/N,Note
Cost Optimization,CO:03 - Group cost data for easier analysis.,https://learn.microsoft.com/azure/well-architected/cost-optimization/collect-review-cost-data#group-data,Medium,CO:03,,40,,N,
Cost Optimization,CO:03 - Assign resource owners to each cost item.,https://learn.microsoft.com/azure/well-architected/cost-optimization/collect-review-cost-data#assign-resource-owners,Medium,CO:03,,40,,N,
Cost Optimization,CO:04 - Use Infrastructure as code to consistently provision infrastructure.,https://learn.microsoft.com/azure/well-architected/cost-optimization/set-spending-guardrails#use-iac,Medium,CO:04,,40,,N,
Cost Optimization,CO:11 - Optimize network traversal.,https://learn.microsoft.com/azure/well-architected/cost-optimization/optimize-code-costs#optimize-network-traversal,Medium,CO:11,,40,,N,
Cost Optimization,CO:13 - Optimize personnel skills.,https://learn.microsoft.com/azure/well-architected/cost-optimization/optimize-personnel-time#optimize-personnel-skills,Medium,CO:13,,40,,N,
Cost Optimization,CO:09 - Set up a regular flow review schedule to align flow spending to priorities.,https://learn.microsoft.com/azure/well-architected/cost-optimization/optimize-flow-costs#continuously-monitor-flows,Medium,CO:09,,40,,N,
Cost Optimization,CO:06 - Redesign usage patterns to align with billing increments.,https://learn.microsoft.com/azure/well-architected/cost-optimization/align-usage-to-billing-increments#align-usage-to-maximize-resource-value,Medium,CO:06,,35,,N,
Cost Optimization,CO:12 - Optimize autoscaling policies.,https://learn.microsoft.com/azure/well-architected/cost-optimization/optimize-scaling-costs#optimize-autoscaling,Low,CO:12,,30,,N,
Cost Optimization,CO:12 - Implement strategies to offload demand.,https://learn.microsoft.com/azure/well-architected/cost-optimization/optimize-scaling-costs#offload-demand,Low,CO:12,,30,,N,
Cost Optimization,CO:09 - Prioritize flows by value.,https://learn.microsoft.com/azure/well-architected/cost-optimization/optimize-flow-costs#prioritize-flows,Low,CO:09,,30,,N,
Cost Optimization,CO:11 - Choose the right operating system.,https://learn.microsoft.com/azure/well-architected/cost-optimization/optimize-code-costs#choose-the-right-operating-system,Low,CO:11,,30,,N,
Cost Optimization,CO:14 - Familiarize yourself with the consolidation process.,https://learn.microsoft.com/azure/well-architected/cost-optimization/consolidation#key-design-strategies,Low,CO:14,,25,,N,
Cost Optimization,CO:09 - Combine similar flows.,https://learn.microsoft.com/azure/well-architected/cost-optimization/optimize-flow-costs#combine-similar-flows,Low,CO:09,,25,,N,
Cost Optimization,CO:09 - Optimize independent flows.,https://learn.microsoft.com/azure/well-architected/cost-optimization/optimize-flow-costs#optimize-independent-flows,Low,CO:09,,25,,N,
Operational Excellence,OE:08 - Define and understand emergency criteria.,https://learn.microsoft.com/azure/well-architected/operational-excellence/emergency-response#processes-and-procedures,High,OE:08,,85,,N,
Operational Excellence,OE:01 - Take responsibility for the workload.,https://learn.microsoft.com/azure/well-architected/operational-excellence/devops-culture#team-roles-and-responsibilities,High,OE:01,,80,,N,
Operational Excellence,OE:02 - Document all processes.,https://learn.microsoft.com/azure/well-architected/operational-excellence/formalize-operations-tasks#key-design-strategies,High,OE:02,,80,,N,
Operational Excellence,OE:06 - Make changes through supply chain process and tools.,https://learn.microsoft.com/azure/well-architected/operational-excellence/workload-supply-chain#core-tenets,High,OE:06,,80,,N,
Operational Excellence,"OE:04 - Standardize how you write, review, and document code.",https://learn.microsoft.com/azure/well-architected/operational-excellence/tools-processes#standardize-how-your-workload-team-writes-reviews-and-documents-code,High,OE:04,,80,,N,
Operational Excellence,OE:05 - Use the same infrastructure as code to deploy to a variety of environments.,https://learn.microsoft.com/azure/well-architected/operational-excellence/infrastructure-as-code-design#key-design-strategies,High,OE:05,,80,,N,
Operational Excellence,OE:10 - Design automation into workload features from the start.,https://learn.microsoft.com/azure/well-architected/operational-excellence/enable-automation#workload-design,High,OE:10,,75,,N,
Operational Excellence,OE:04 - Standardize how you apply versioning to artifacts.,https://learn.microsoft.com/azure/well-architected/operational-excellence/tools-processes#standardize-how-you-apply-versioning-to-your-artifacts,High,OE:04,,75,,N,
Operational Excellence,OE:05 - Prefer declarative over imperative tools.,https://learn.microsoft.com/azure/well-architected/operational-excellence/infrastructure-as-code-design#key-design-strategies,High,OE:05,,75,,N,
Operational Excellence,OE:04 - Use well-known and mature development tools.,https://learn.microsoft.com/azure/well-architected/operational-excellence/tools-processes#use-well-known-and-mature-off-the-shelf-tools,High,OE:04,,70,,N,
Operational Excellence,OE:09 - Perform a return on investment before automating.,https://learn.microsoft.com/azure/well-architected/operational-excellence/automate-tasks#target-tasks-to-automate,High,OE:09,,70,,N,
Operational Excellence,OE:05 - Use a layered approach to align infrastructure-as-code pipelines to workload.,https://learn.microsoft.com/azure/well-architected/operational-excellence/infrastructure-as-code-design#other-iac-strategies,High,OE:05,,70,,N,
Operational Excellence,OE:12 - Use testing to detect deployment issues.,https://learn.microsoft.com/azure/well-architected/operational-excellence/mitigation-strategy#detection,High,OE:12,,70,,N,
Operational Excellence,OE:08 - Define communication and escalation plans.,https://learn.microsoft.com/azure/well-architected/operational-excellence/emergency-response#processes-and-procedures,High,OE:08,,70,,N,
Operational Excellence,OE:05 - Treat infrastructure as code and application code the same.,https://learn.microsoft.com/azure/well-architected/operational-excellence/infrastructure-as-code-design#other-iac-strategies,Medium,OE:05,,65,,N,
Operational Excellence,OE:10 - Build a control plane to support automation from external tools.,https://learn.microsoft.com/azure/well-architected/operational-excellence/enable-automation#build-a-control-plane,Medium,OE:10,,65,,N,
Operational Excellence,OE:01 - Operate in a culture of respect.,https://learn.microsoft.com/azure/well-architected/operational-excellence/devops-culture#foster-mutual-respect,Medium,OE:01,,65,,N,
Operational Excellence,OE:07 - Visualize and display observability data.,https://learn.microsoft.com/azure/well-architected/operational-excellence/observability#visualization,Medium,OE:07,,65,,N,
Operational Excellence,OE:04 - Implement standards for addressing technical debt.,https://learn.microsoft.com/azure/well-architected/operational-excellence/tools-processes#implement-standards-for-addressing-technical-debt,Medium,OE:04,,65,,N,
Operational Excellence,OE:11 - Use progressive exposure techniques in deployment.,https://learn.microsoft.com/azure/well-architected/operational-excellence/safe-deployments#progressive-exposure-deployment,Medium,OE:11,,65,,N,
Operational Excellence,OE:02 - Define improvised and emergency processes.,https://learn.microsoft.com/azure/well-architected/operational-excellence/formalize-operations-tasks#key-design-strategies,Medium,OE:02,,65,,N,
Operational Excellence,OE:11 - Develop a health model to monitor rollouts.,https://learn.microsoft.com/azure/well-architected/operational-excellence/safe-deployments#health-models,Medium,OE:11,,65,,N,
Operational Excellence,OE:01 - Develop a cross-functional team.,https://learn.microsoft.com/azure/well-architected/operational-excellence/devops-culture#continuous-learning-and-improvement,Medium,OE:01,,65,,N,
Operational Excellence,OE:10 - Use least privileges with all automation.,https://learn.microsoft.com/azure/well-architected/operational-excellence/enable-automation#authentication-and-authorization,Medium,OE:10,,60,,N,
Operational Excellence,OE:05 - Use the right tool for infrastructure as code.,https://learn.microsoft.com/azure/well-architected/operational-excellence/infrastructure-as-code-design#key-design-strategies,Medium,OE:05,,60,,N,
Operational Excellence,OE:08 - Create a containment strategy.,https://learn.microsoft.com/azure/well-architected/operational-excellence/emergency-response#containment,Medium,OE:08,,60,,N,
Operational Excellence,OE:09 - Look for ways to empower operators with automation.,https://learn.microsoft.com/azure/well-architected/operational-excellence/automate-tasks#target-tasks-to-automate,Medium,OE:09,,60,,N,
Operational Excellence,OE:02 - Adopt a shift-left ethos in operational tasks.,https://learn.microsoft.com/azure/well-architected/operational-excellence/formalize-operations-tasks#key-design-strategies,Medium,OE:02,,60,,N,
Operational Excellence,"OE:03 - Plan to use small, iterative deployments.",https://learn.microsoft.com/azure/well-architected/operational-excellence/formalize-development-practices#standards-for-development-planning,Medium,OE:03,,60,,N,
Operational Excellence,OE:12 - Understand mitigation techniques for deployment issues.,https://learn.microsoft.com/azure/well-architected/operational-excellence/mitigation-strategy#mitigation,Medium,OE:12,,60,,N,
Operational Excellence,OE:09 - Seek automation opportunities broadly.,https://learn.microsoft.com/azure/well-architected/operational-excellence/automate-tasks#areas-to-implement-automation,Medium,OE:09,,55,,N,
Operational Excellence,OE:12 - Learn from deployment failures.,https://learn.microsoft.com/azure/well-architected/operational-excellence/mitigation-strategy#postmortem,Medium,OE:12,,55,,N,
Operational Excellence,OE:06 - Deploy repeatable and immutable infrastructure as code.,https://learn.microsoft.com/azure/well-architected/operational-excellence/workload-supply-chain#core-tenets,Medium,OE:06,,50,,N,
Operational Excellence,OE:07 - Use platform-native observability capabilities.,https://learn.microsoft.com/azure/well-architected/operational-excellence/observability#infrastructure-data,Medium,OE:07,,50,,N,
Operational Excellence,OE:01 - Use enablement teams to benefit the workload.,https://learn.microsoft.com/azure/well-architected/operational-excellence/devops-culture#continuous-learning-and-improvement,Medium,OE:01,,50,,N,
Operational Excellence,OE:10 - Use familiar off-the-shelf automation tools.,https://learn.microsoft.com/azure/well-architected/operational-excellence/enable-automation#workload-design,Medium,OE:10,,50,,N,
Operational Excellence,OE:07 - Tie observability data to flows.,https://learn.microsoft.com/azure/well-architected/operational-excellence/observability#key-design-strategies,Medium,OE:07,,50,,N,
Operational Excellence,OE:06 - Plan for a holistic testing strategy.,https://learn.microsoft.com/azure/well-architected/operational-excellence/workload-supply-chain#core-tenets,Medium,OE:06,,50,,N,
Operational Excellence,OE:09 - Choose an appropriate automation tool.,https://learn.microsoft.com/azure/well-architected/operational-excellence/automate-tasks#choose-an-appropriate-automation-tool,Medium,OE:09,,45,,N,
Operational Excellence,OE:08 - Document all standard tooling used during incidents.,https://learn.microsoft.com/azure/well-architected/operational-excellence/emergency-response#other-items-to-include,Medium,OE:08,,45,,N,
Operational Excellence,OE:10 - Automate desired state configuration.,https://learn.microsoft.com/azure/well-architected/operational-excellence/enable-automation#orchestration-and-policy-use,Medium,OE:10,,45,,N,
Operational Excellence,OE:10 - Use bootstrapping to configure updates.,https://learn.microsoft.com/azure/well-architected/operational-excellence/enable-automation#bootstrapping,Medium,OE:10,,40,,N,
Operational Excellence,OE:06 - Align pipelines to different layers of the workload.,https://learn.microsoft.com/azure/well-architected/operational-excellence/workload-supply-chain#core-tenets,Medium,OE:06,,40,,N,
Operational Excellence,OE:05 - Test new versions of tools.,https://learn.microsoft.com/azure/well-architected/operational-excellence/infrastructure-as-code-design#key-design-strategies,Medium,OE:05,,40,,N,
Operational Excellence,OE:11 - Define guidelines around data changes in deployment.,https://learn.microsoft.com/azure/well-architected/operational-excellence/safe-deployments#issue-detection,Medium,OE:11,,40,,N,
Operational Excellence,OE:07 - Retain observability data responsibly.,https://learn.microsoft.com/azure/well-architected/operational-excellence/observability#data-retention-considerations,Medium,OE:07,,40,,N,
Operational Excellence,OE:08 - Use root cause analysis reports after incidents.,https://learn.microsoft.com/azure/well-architected/operational-excellence/emergency-response#rca-reporting,Medium,OE:08,,35,,N,
Operational Excellence,OE:01 - Review procedures and identify areas of improvement.,https://learn.microsoft.com/azure/well-architected/operational-excellence/devops-culture#commitment-to-optimization,Low,OE:01,,30,,N,
Operational Excellence,OE:07 - Capture application events in structured data types.,https://learn.microsoft.com/azure/well-architected/operational-excellence/observability#application-data,Low,OE:07,,30,,N,
Operational Excellence,OE:05 - Strategize and standardize infrastructure-as-code module use.,https://learn.microsoft.com/azure/well-architected/operational-excellence/infrastructure-as-code-design#key-design-strategies,Low,OE:05,,30,,N,
Operational Excellence,OE:02 - Be intentional about open-source adoption.,https://learn.microsoft.com/azure/well-architected/operational-excellence/formalize-operations-tasks#key-design-strategies,Low,OE:02,,25,,N,
Performance Efficiency,PE:01 - Determine the performance requirements.,https://learn.microsoft.com/azure/well-architected/performance-efficiency/performance-targets#determine-performance-requirements,High,PE:01,,85,,N,
Performance Efficiency,PE:05 - Test scaling.,https://learn.microsoft.com/azure/well-architected/performance-efficiency/scale-partition#test-scaling,High,PE:05,,85,,N,
Performance Efficiency,PE:06 - Analyze performance testing results.,https://learn.microsoft.com/azure/well-architected/performance-efficiency/performance-test#analyze-the-results,High,PE:06,,85,,N,
Performance Efficiency,PE:05 - Use meaningful load metrics for scaling and include a buffer.,https://learn.microsoft.com/azure/well-architected/performance-efficiency/scale-partition#configure-scaling,High,PE:05,,85,,N,
Performance Efficiency,PE:05 - Configure scaling and set limits.,https://learn.microsoft.com/azure/well-architected/performance-efficiency/scale-partition#configure-scaling,High,PE:05,,85,,N,
Performance Efficiency,PE:12 - Develop a performance culture.,https://learn.microsoft.com/azure/well-architected/performance-efficiency/continuous-performance-optimize#develop-a-performance-culture,High,PE:12,,85,,N,
Performance Efficiency,PE:01 - Identify key performance metrics.,https://learn.microsoft.com/azure/well-architected/performance-efficiency/performance-targets#identify-key-metrics,High,PE:01,,85,,N,
Performance Efficiency,PE:01 - Evaluate customer feedback about performance.,https://learn.microsoft.com/azure/well-architected/performance-efficiency/performance-targets#evaluate-customer-feedback,High,PE:01,,80,,N,
Performance Efficiency,PE:05 - Design the application to scale.,https://learn.microsoft.com/azure/well-architected/performance-efficiency/scale-partition#design-application-to-scale,High,PE:05,,80,,N,
Performance Efficiency,PE:05 - Design infrastructure to scale.,https://learn.microsoft.com/azure/well-architected/performance-efficiency/scale-partition#design-infrastructure-to-scale,High,PE:05,,80,,N,
Performance Efficiency,PE:01 - Set targets for identified performance metrics.,https://learn.microsoft.com/azure/well-architected/performance-efficiency/performance-targets#set-specific-targets,High,PE:01,,80,,N,
Performance Efficiency,PE:11 - Prepare for live performance issues.,https://learn.microsoft.com/azure/well-architected/performance-efficiency/respond-live-performance-issues#prepare-for-issues,High,PE:11,,80,,N,
Performance Efficiency,PE:06 - Define acceptance criteria for performance testing.,https://learn.microsoft.com/azure/well-architected/performance-efficiency/performance-test#define-acceptance-criteria,High,PE:06,,80,,N,
Performance Efficiency,PE:07 - Optimize code logic.,https://learn.microsoft.com/azure/well-architected/performance-efficiency/optimize-code-infrastructure#optimize-code-logic,High,PE:07,,75,,N,
Performance Efficiency,PE:05 - Understand service scaling limits and boundaries.,https://learn.microsoft.com/azure/well-architected/performance-efficiency/scale-partition#configure-scaling,High,PE:05,,75,,N,
Performance Efficiency,PE:01 - Document and expose performance targets.,https://learn.microsoft.com/azure/well-architected/performance-efficiency/performance-targets#document-and-expose-performance-target,High,PE:01,,75,,N,
Performance Efficiency,PE:06 - Create performance testing scenarios.,https://learn.microsoft.com/azure/well-architected/performance-efficiency/performance-test#create-test-scenarios,High,PE:06,,75,,N,
Performance Efficiency,PE:05 - Implement partitioning.,https://learn.microsoft.com/azure/well-architected/performance-efficiency/scale-partition#implement-partitioning,High,PE:05,,75,,N,
Performance Efficiency,PE:07 - Use concurrency and parallelism.,https://learn.microsoft.com/azure/well-architected/performance-efficiency/optimize-code-infrastructure#use-concurrency-and-parallelism,High,PE:07,,75,,N,
Performance Efficiency,PE:12 - Prioritize known deteriorating components.,https://learn.microsoft.com/azure/well-architected/performance-efficiency/continuous-performance-optimize#prioritize-deteriorating-components,High,PE:12,,75,,N,
Performance Efficiency,PE:07 - Optimize infrastructure performance.,https://learn.microsoft.com/azure/well-architected/performance-efficiency/optimize-code-infrastructure#optimize-infrastructure-performance,High,PE:07,,75,,N,
Performance Efficiency,PE:09 - Identify critical flows.,https://learn.microsoft.com/azure/well-architected/performance-efficiency/prioritize-critical-flows#identify-critical-flows,High,PE:09,,75,,N,
Performance Efficiency,PE:11 - Create a triage plan for live performance issues.,https://learn.microsoft.com/azure/well-architected/performance-efficiency/respond-live-performance-issues#create-a-triage-plan,High,PE:11,,75,,N,
Performance Efficiency,PE:06 - Select the appropriate performance test types.,https://learn.microsoft.com/azure/well-architected/performance-efficiency/performance-test#select-the-test-type,High,PE:06,,75,,N,
Performance Efficiency,"PE:08 - Partition data, where appropriate.",https://learn.microsoft.com/azure/well-architected/performance-efficiency/optimize-data-performance#partition-data,High,PE:08,,70,,N,
Performance Efficiency,PE:06 - Select performance testing tools to test defined scenarios.,https://learn.microsoft.com/azure/well-architected/performance-efficiency/performance-test#select-testing-tools,High,PE:06,,70,,N,
Performance Efficiency,PE:05 - Test and optimize the partitioning scheme.,https://learn.microsoft.com/azure/well-architected/performance-efficiency/scale-partition#test-and-optimize-partitioning,High,PE:05,,70,,N,
Performance Efficiency,PE:08 - Profile workload data.,https://learn.microsoft.com/azure/well-architected/performance-efficiency/optimize-data-performance#profile-data,High,PE:08,,70,,N,
Performance Efficiency,PE:03 - Evaluate cache reqirements.,https://learn.microsoft.com/azure/well-architected/performance-efficiency/select-services#evaluate-cache-requirements,High,PE:03,,70,,N,
Performance Efficiency,PE:06 - Implement a process for continuous performance testing.,https://learn.microsoft.com/azure/well-architected/performance-efficiency/performance-test#test-continuously,High,PE:06,,70,,N,
Performance Efficiency,PE:07 - Optimize memory management.,https://learn.microsoft.com/azure/well-architected/performance-efficiency/optimize-code-infrastructure#optimize-memory-management,High,PE:07,,70,,N,
Performance Efficiency,PE:08 - Optimize data consistency.,https://learn.microsoft.com/azure/well-architected/performance-efficiency/optimize-data-performance#optimize-data-consistency,High,PE:08,,70,,N,
Performance Efficiency,PE:08 - Use caching.,https://learn.microsoft.com/azure/well-architected/performance-efficiency/optimize-data-performance#use-caching,High,PE:08,,70,,N,
Performance Efficiency,PE:02 - Determine resource requirements based on forecasted demand.,https://learn.microsoft.com/azure/well-architected/performance-efficiency/capacity-planning#determine-resource-requirements,High,PE:02,,70,,N,
Performance Efficiency,PE:09 - Monitor the performance metrics of all flows.,https://learn.microsoft.com/azure/well-architected/performance-efficiency/prioritize-critical-flows#monitor-flow-performance-metrics,High,PE:09,,70,,N,
Performance Efficiency,PE:02 - Understand resource limitations when you perform capacity planning.,https://learn.microsoft.com/azure/well-architected/performance-efficiency/capacity-planning#understand-resource-limitations,High,PE:02,,70,,N,
Performance Efficiency,PE:09 - Isolate critical flows on dedicated resources.,https://learn.microsoft.com/azure/well-architected/performance-efficiency/prioritize-critical-flows#isolate-critical-flows,High,PE:09,,70,,N,
Performance Efficiency,PE:09 - Optimize capacity allocations for critical flows.,https://learn.microsoft.com/azure/well-architected/performance-efficiency/prioritize-critical-flows#optimize-capacity-allocation,High,PE:09,,70,,N,
Performance Efficiency,PE:11 - Develop methods to identity and resolve live performance issues.,https://learn.microsoft.com/azure/well-architected/performance-efficiency/respond-live-performance-issues#develop-methods-to-identify-and-resolve-issues,High,PE:11,,70,,N,
Performance Efficiency,PE:12 - Evaluate new platform features for performance improvements.,https://learn.microsoft.com/azure/well-architected/performance-efficiency/continuous-performance-optimize#evaluate-new-platform-features,High,PE:12,,70,,N,
Performance Efficiency,PE:05 - Choose a scaling strategy based on requirements.,https://learn.microsoft.com/azure/well-architected/performance-efficiency/scale-partition#choose-a-scaling-strategy,High,PE:05,,70,,N,
Performance Efficiency,PE:08 - Design for data proximity.,https://learn.microsoft.com/azure/well-architected/performance-efficiency/optimize-data-performance#design-for-data-proximity,High,PE:08,,70,,N,
Performance Efficiency,PE:04 - Monitor network performance data.,https://learn.microsoft.com/azure/well-architected/performance-efficiency/collect-performance-data#collect-resource-performance-data,Medium,PE:04,,65,,N,
Performance Efficiency,PE:02 - Forecast demand by using predictive modeling techniques.,https://learn.microsoft.com/azure/well-architected/performance-efficiency/capacity-planning#forecast-demand,Medium,PE:02,,65,,N,
Performance Efficiency,PE:10 - Minimize the effects of deployment on performance.,https://learn.microsoft.com/azure/well-architected/performance-efficiency/optimize-operational-tasks#optimize-deployments,Medium,PE:10,,65,,N,
Performance Efficiency,PE:03 - Evaluate load balancing requirements.,https://learn.microsoft.com/azure/well-architected/performance-efficiency/select-services#evaluate-load-balancing-requirements,Medium,PE:03,,65,,N,
Performance Efficiency,PE:03 - Evaluate infrastructure performance requirements.,https://learn.microsoft.com/azure/well-architected/performance-efficiency/select-services#evaluate-infrastructure-requirements,Medium,PE:03,,65,,N,
Performance Efficiency,PE:09 - Identify all flows.,https://learn.microsoft.com/azure/well-architected/performance-efficiency/prioritize-critical-flows#identify-all-flows,Medium,PE:09,,65,,N,
Performance Efficiency,PE:03 - Select the right services based on workload requirements.,https://learn.microsoft.com/azure/well-architected/performance-efficiency/select-services#understand-workload-requirements,Medium,PE:03,,65,,N,
Performance Efficiency,PE:12 - Automate performance optimization efforts.,https://learn.microsoft.com/azure/well-architected/performance-efficiency/continuous-performance-optimize#automate-performance-optimization,Medium,PE:12,,65,,N,
Performance Efficiency,PE:03 - Evaluate networking performance requirements.,https://learn.microsoft.com/azure/well-architected/performance-efficiency/select-services#evaluate-networking-requirements,Medium,PE:03,,65,,N,
Performance Efficiency,PE:08 - Consider data compression.,https://learn.microsoft.com/azure/well-architected/performance-efficiency/optimize-data-performance#consider-data-compression,Medium,PE:08,,50,,N,
Performance Efficiency,PE:10 - Account for operational tasks in performance targets.,https://learn.microsoft.com/azure/well-architected/performance-efficiency/optimize-operational-tasks#account-for-operational-tasks,Medium,PE:10,,50,,N,
Performance Efficiency,PE:04 - Centralize performance data.,https://learn.microsoft.com/azure/well-architected/performance-efficiency/collect-performance-data#centralize-performance-data,Medium,PE:04,,50,,N,
Performance Efficiency,PE:10 - Minimize the effects of monitoring on performance.,https://learn.microsoft.com/azure/well-architected/performance-efficiency/optimize-operational-tasks#optimize-monitoring-and-debugging,Medium,PE:10,,45,,N,
-----------,,,,,
,,,,,
Category,Question,Answers,Selected Answer,Note
Reliability,How do you keep the workload simple and efficient?,We have a deliberate goal to keep our workload simple.,,,
Reliability,How do you keep the workload simple and efficient?,We utilize platform functionality where appropriate.,,,
Reliability,How do you keep the workload simple and efficient?,We clearly abstract domain logic implementation from infrastructure management.,,,
Reliability,How do you keep the workload simple and efficient?,We offload cross-cutting services to separate services.,,,
Reliability,How do you keep the workload simple and efficient?,We implement essential capabilities in our workload for all coding efforts.,We implement essential capabilities in our workload for all coding efforts.,,
Reliability,How do you keep the workload simple and efficient?,None of the above.,,,
Reliability,How do you identify and rate the workload's flows?,We identify all user and system flows in the workload.,,,
Reliability,How do you identify and rate the workload's flows?,We know the business process or processes that each flow supports.,We know the business process or processes that each flow supports.,,
Reliability,How do you identify and rate the workload's flows?,We know the business impact of each flow.,,,
Reliability,How do you identify and rate the workload's flows?,Each flow has a process owner and an escalation path for resolving issues.,Each flow has a process owner and an escalation path for resolving issues.,,
Reliability,How do you identify and rate the workload's flows?,We assigned a criticality rating to each flow.,,,
Reliability,How do you identify and rate the workload's flows?,None of the above.,,,
Reliability,How do you perform failure mode analysis?,We decompose the workload to identify its components and their relationships.,,Didn't appear to have a failure process and analysis.,
Reliability,How do you perform failure mode analysis?,We identified all internal and external dependencies.,,Didn't appear to have a failure process and analysis.,
Reliability,How do you perform failure mode analysis?,We understand the performance and reliability characteristics of all our internal and external dependencies.,,Didn't appear to have a failure process and analysis.,
Reliability,How do you perform failure mode analysis?,We identified failure modes for all internal and external dependencies.,,Didn't appear to have a failure process and analysis.,
Reliability,How do you perform failure mode analysis?,We have failure mitigation strategies.,,Didn't appear to have a failure process and analysis.,
Reliability,How do you perform failure mode analysis?,We assessed the impact of each failure mode for each of our workload's flows.,,Didn't appear to have a failure process and analysis.,
Reliability,How do you perform failure mode analysis?,We documented and published the outcome of the failure mode analysis.,,Didn't appear to have a failure process and analysis.,
Reliability,How do you perform failure mode analysis?,We established continuous improvement processes to reduce dependencies and review our failure mode analysis.,,Didn't appear to have a failure process and analysis.,
Reliability,How do you perform failure mode analysis?,None of the above.,None of the above.,Didn't appear to have a failure process and analysis.,
Reliability,How do you define reliability targets?,We have availability targets.,We have availability targets.,"They have an expected set of downtimes, but don't plan for unexpected interruptions.",
Reliability,How do you define reliability targets?,We have recovery targets.,,"They have an expected set of downtimes, but don't plan for unexpected interruptions.",
Reliability,How do you define reliability targets?,We developed a health model based on workload availability and recovery metrics.,,"They have an expected set of downtimes, but don't plan for unexpected interruptions.",
Reliability,How do you define reliability targets?,"We agree on definitions of healthy, degraded, and unhealthy states for the workload.",,"They have an expected set of downtimes, but don't plan for unexpected interruptions.",
Reliability,How do you define reliability targets?,We implemented a process or technology to inform stakeholders of application health.,,"They have an expected set of downtimes, but don't plan for unexpected interruptions.",
Reliability,How do you define reliability targets?,None of the above.,,"They have an expected set of downtimes, but don't plan for unexpected interruptions.",
Reliability,How do you implement redundancy?,We ensure stakeholders understand the basic concepts of high availability and that they're familiar with the related features.,We ensure stakeholders understand the basic concepts of high availability and that they're familiar with the related features.,co-lo for critical systems.  SLAs are something they want to implement in the next version of this software.  They also want to evaluate escalation paths.,
Reliability,How do you implement redundancy?,We derive the redundancy requirement for each flow from the business requirements and the service-level agreements (SLAs) of the components.,,co-lo for critical systems.  SLAs are something they want to implement in the next version of this software.  They also want to evaluate escalation paths.,
Reliability,How do you implement redundancy?,We use platform-provided capabilities to introduce and manage the redundancy of our compute resources.,,co-lo for critical systems.  SLAs are something they want to implement in the next version of this software.  They also want to evaluate escalation paths.,
Reliability,How do you implement redundancy?,"We don't have any state in the compute layer components, and we can dispose of every instance at any time without data loss.",,co-lo for critical systems.  SLAs are something they want to implement in the next version of this software.  They also want to evaluate escalation paths.,
Reliability,How do you implement redundancy?,We embrace polyglot persistence and intentionally select data services based on our workload's data requirements.,,co-lo for critical systems.  SLAs are something they want to implement in the next version of this software.  They also want to evaluate escalation paths.,
Reliability,How do you implement redundancy?,We replicate data across physical locations by using platform-provided capabilities whenever possible.,We replicate data across physical locations by using platform-provided capabilities whenever possible.,co-lo for critical systems.  SLAs are something they want to implement in the next version of this software.  They also want to evaluate escalation paths.,
Reliability,How do you implement redundancy?,We ensure the workload's network traffic has the appropriate level of redundancy.,,co-lo for critical systems.  SLAs are something they want to implement in the next version of this software.  They also want to evaluate escalation paths.,
Reliability,How do you implement redundancy?,We follow the Deployment Stamps design pattern to deploy our workload.,,co-lo for critical systems.  SLAs are something they want to implement in the next version of this software.  They also want to evaluate escalation paths.,
Reliability,How do you implement redundancy?,None of the above.,,co-lo for critical systems.  SLAs are something they want to implement in the next version of this software.  They also want to evaluate escalation paths.,
Reliability,How do define a scaling strategy?,We identified the load patterns of user and system flows.,We identified the load patterns of user and system flows.,,
Reliability,How do define a scaling strategy?,We ensure that the scaling strategy includes all components that are candidates for scaling.,We ensure that the scaling strategy includes all components that are candidates for scaling.,,
Reliability,How do define a scaling strategy?,We align scaling triggers with the time that it takes for the operation to finish.,,,
Reliability,How do define a scaling strategy?,We make sure that none of our scaled components overwhelm downstream components during a scale-out operation.,,,
Reliability,How do define a scaling strategy?,We deliberately define scale units.,,,
Reliability,How do define a scaling strategy?,We use platform-provided capabilities to automatically scale components where appropriate and whenever possible.,,,
Reliability,How do define a scaling strategy?,We configure autoscaling to avoid unplanned or excessive costs.,,,
Reliability,How do define a scaling strategy?,We determined a data partitioning strategy.,,,
Reliability,How do define a scaling strategy?,Not applicable.,,,
Reliability,How do define a scaling strategy?,None of the above.,,,
Reliability,How do you implement self-preservation and self-healing measures?,"We're familiar with cloud infrastructure design as well as application design patterns for reliability. ",,"VMWare is their backup solution for now, but that covers VMs, not hardware.",
Reliability,How do you implement self-preservation and self-healing measures?,We designed the system to follow the paradigm of loosely coupled services.,,"VMWare is their backup solution for now, but that covers VMs, not hardware.",
